sl,number in book,country,Title,text
1936,40,Belgium,A MANIFESTO FOR THE JUST CITY,to plan for more equally shared spaces.
1937,40,Belgium,A MANIFESTO FOR THE JUST CITY,"Spatial Practices must consider the fact that a city is not fair, and that an important number of its users are minorities: women, children, immigrants, ethnic and racially diverse individuals."
1938,40,Belgium,A MANIFESTO FOR THE JUST CITY,"As citizens they have a right to appropriate, inhabit and participate in the city."
1939,40,Belgium,A MANIFESTO FOR THE JUST CITY,Rights create a sense of belonging making individuals feel included and heard.
1940,40,Belgium,A MANIFESTO FOR THE JUST CITY,Choices generate a sense of control over and comfort towards the space inhabited.
1941,40,Belgium,A MANIFESTO FOR THE JUST CITY,This leads to more active citizen participation towards the preservation and maintenance of the city.
1942,40,Belgium,A MANIFESTO FOR THE JUST CITY,In a Shared City everyone works together imperceptibly towards a better space.
1943,40,Belgium,A MANIFESTO FOR THE JUST CITY,Streets are taken care of through the act of watching and a cultivated feeling of responsibility towards the space.
1944,40,Belgium,A MANIFESTO FOR THE JUST CITY,"Active participation creates communality and trust,promoting safety."
1945,40,Belgium,A MANIFESTO FOR THE JUST CITY,This relation should be felt at many scales: a smaller space such as a home to the open shared spaces lived in the city.
1946,40,Belgium,A MANIFESTO FOR THE JUST CITY,Citizens from different social backgrounds must feel comfortable sharing the same physical space.
1947,40,Belgium,A MANIFESTO FOR THE JUST CITY,Cross class encounters maintain an individual’s awareness of dramatic inequalities.
1948,40,Belgium,A MANIFESTO FOR THE JUST CITY,"If the issues are hidden, they won’t be solved."
1949,40,Belgium,A MANIFESTO FOR THE JUST CITY,"Through a democratic engagement, residents should voice any discontent and authorities must"
1950,40,Belgium,A MANIFESTO FOR THE JUST CITY,be willing to listen and change if necessary for the public good.
1951,40,Belgium,A MANIFESTO FOR THE JUST CITY,"Residents should have control to inform and shape the city, following the idea of “designing with the people not for”."
1952,40,Belgium,A MANIFESTO FOR THE JUST CITY,"In a shared city, resources play a vital role in creating a more enabling space for its users."
1953,40,Belgium,A MANIFESTO FOR THE JUST CITY,"The fair and equitable distribution of these such as Food, Energy and Water, give humans dignity and supplement their civil rights."
1954,40,Belgium,A MANIFESTO FOR THE JUST CITY,"In the search for a just city, we believe establishing true EQUITY is the means to Sustainable Prosperity."
1955,41,Belgium,Becoming the Just City,"the 10th of December, 2020 marks the anniversary of the adoption of the Universal Declaration of Human Rights, as well as the latest accepted revision of the world’s homeless population, which is estimated to be at 150 million and about 1.6 billion people in inadequate housing (1)."
1956,41,Belgium,Becoming the Just City,"With two-thirds of the human population expected to be living in cities by 2050 (2), in this decade of critical action, we propose a paradigm shift; for the Just City, to be lifted from the lower steps of Maslow’s pyramid to encompass it in its entirety."
1957,41,Belgium,Becoming the Just City,becoming the Just City
1958,41,Belgium,Becoming the Just City,"An Accessible City, for everyone who chooses to bind himself with it."
1959,41,Belgium,Becoming the Just City,This city gives access to all livelihood necessities and allows for the growth of an individual.
1960,41,Belgium,Becoming the Just City,An Equitable City that distributes opportunities in a just way among all people searching for a better future.
1961,41,Belgium,Becoming the Just City,This city follows the rules of spatial justice and brings people together.
1962,41,Belgium,Becoming the Just City,A Diverse City of communities with varied identities where everyone can find their place.
1963,41,Belgium,Becoming the Just City,"This city creates no oppression but strengthens local, inclusive solidarity that crosses through all divisions."
1964,41,Belgium,Becoming the Just City,An Open City that includes all of the dwellers in the decision making processes that concerns them.
1965,41,Belgium,Becoming the Just City,This city takes advantage of the expert knowledge of professionals but doesn’t use it to overrule the will of the people.
1966,41,Belgium,Becoming the Just City,Ensure transparency in political affairs with participatory design and decision- making processes.
